Ticker,Name,Sector
GRAPHITE,Graphite India Limited, Industrial Goods
GRASIM,Grasim Industries Limited,Cement & Cement Products
GRAVITA,Gravita India Limited,INDUSTRIAL MINERALS
GREAVESCOT,Greaves Cotton Limited,Industrial Machinery
GREENLAM,Greenlam Industries Limited,PLYWOOD BOARDS/ LAMINATES
GREENPANEL,Greenpanel Industries Limited,Forest Products - PLY & BOARDS
GREENPLY,Greenply Industries Limited,Forest Products - PLY & BOARDS
GRINDWELL,Grindwell Norton Limited,ABRASIVES
GRINFRA,G R Infraprojects Limited,Construction & Engineering
GRMOVER,GRM Overseas Limited,Process Industries
GROBTEA,The Grob Tea Company Limited,Tea & Coffee
GRPLTD,GRP Limited,Tyres & Rubber Products
GRSE,Garden Reach Shipbuilders & Engineers Limited,Defence
GRWRHITECH,Garware Hi-Tech Films Limited,Process Industries
GSFC,Gujarat State Fertilizers & Chemicals Limited,FERTILIZERS
GSPL,Gujarat State Petronet Limited,Utilities (Including Pipelines)
GTLINFRA,GTL Infrastructure Limited,Telecommunications Equipment
GTPL,GTPL Hathway Limited,Other Telecom Services
GUFICBIO,Gufic Biosciences Limited,Pharmaceuticals
GUJALKALI,Gujarat Alkalies and Chemicals Limited,Commodity Chemicals
GUJGASLTD,Gujarat Gas Limited,LPG/CNG/PNG/LNG SUPPLIER
GULFOILLUB,Gulf Oil Lubricants India Limited,Oil Marketing & Distribution
GULFPETRO,GP Petroleums Limited,Oil Marketing & Distribution
GULPOLY,Gulshan Polyols Limited,Commodity Chemicals
HAL,Hindustan Aeronautics Limited,Aerospace
HAPPSTMNDS,Happiest Minds Technologies Limited,IT Consulting & Application Software
HARDWYN,Hardwyn India Limited,Distribution Services
HARIOMPIPE,Hariom Pipe Industries Limited,Non-Energy Minerals
HARRMALAYA,Harrisons  Malayalam Limited,Tyres & Rubber Products
HARSHA,Harsha Engineers International Limited,Producer Manufacturing
HATHWAY,Hathway Cable & Datacom Limited,Broadcasting & Cable TV
HATSUN,Hatsun Agro Product Limited,Packaged Foods
HAVELLS,Havells India Limited,Consumer Electronics
HBLPOWER,HBL Power Systems Limited,Other Electrical Equipment/ Products
HCC,Hindustan Construction Company Limited,Construction & Engineering
HCG,Healthcare Global Enterprises Limited,Healthcare  - Facilities
HCLTECH,HCL Technologies Limited,COMPUTER SOFTWARE MAJOR
HDFCAMC,HDFC Asset Management Company Limited,Asset Management Companies
HDFCBANK,HDFC Bank Limited,BANKS - PVT
HDFCLIFE,HDFC Life Insurance Company Limited,Life Insurance
HEADSUP,Heads UP Ventures Limited,Retail Trade
HEG,HEG Limited, Industrial Goods
HEIDELBERG,HeidelbergCement India Limited,Cement & Cement Products
HEMIPROP,Hemisphere Properties India Limited,Realty
HERANBA,Heranba Industries Limited,Agrochemicals
HERCULES,Hercules Hoists Limited,Industrial Machinery
HERITGFOOD,Heritage Foods Limited,Packaged Foods
HEROMOTOCO,Hero MotoCorp Limited,2/3 Wheelers
HESTERBIO,Hester Biosciences Limited,Pharmaceuticals
HEUBACHIND,Heubach Colorants India Limited,Process Industries
HEXATRADEX,Hexa Tradex Limited,Trading Companies & Distributors
HFCL,HFCL Limited,Telecom Cables
HGINFRA,H.G. Infra Engineering Limited,Construction & Engineering
HGS,Hinduja Global Solutions Limited,BPO / ITeS
HIKAL,Hikal Limited,Pharmaceuticals
HIL,HIL Limited,Cement & Cement Products
HILTON,Hilton Metal Forging Limited, Industrial Products
HIMATSEIDE,Himatsingka Seide Limited,Textiles
HINDALCO,Hindalco Industries Limited,ALUMINIUM
HINDCOMPOS,Hindustan Composites Limited,Auto Parts & Equipment
HINDCOPPER,Hindustan Copper Limited,COPPER & COPPER PRODUCTS
HINDMOTORS,Hindustan Motors Limited,Cars & Utility Vehicles
HINDOILEXP,Hindustan Oil Exploration Company Limited,OIL Exploration & Production
HINDPETRO,Hindustan Petroleum Corporation Limited,Refineries & Petroleum Products
HINDUNILVR,Hindustan Unilever Limited,Personal Products
HINDWAREAP,Hindware Home Innovation Limited,Producer Manufacturing
HINDZINC,Hindustan Zinc Limited,Zinc
HIRECT,Hind Rectifiers Limited,Electronic Components / Equipment & Instruments
HISARMETAL,Hisar Metal Industries Limited,IRON & STEEL PRODUCTS
HITECH,Hi-Tech Pipes Limited,IRON & STEEL PRODUCTS
HITECHCORP,Hitech Corporation Limited,Containers & Packaging
HITECHGEAR,The Hi-Tech Gears Limited,Auto Parts & Equipment
HLEGLAS,HLE Glascoat Limited,Industrial Machinery
HLVLTD,HLV LIMITED,Hotels
HMVL,Hindustan Media Ventures Limited,PRINTING & PUBLICATION
HNDFDS,Hindustan Foods Limited,Packaged Foods
HOMEFIRST,Home First Finance Company India Limited,Housing Finance Companies
HONAUT,Honeywell Automation India Limited,Other Electrical Equipment/ Products
HONDAPOWER,Honda India Power Products Limited,Industrial Machinery
HPAL,HP Adhesives Limited,Non-Energy Minerals
HPL,HPL Electric & Power Limited,Consumer Electronics
HTMEDIA,HT Media Limited,PRINTING & PUBLICATION
HUDCO,Housing & Urban Development Corporation Limited,Housing Finance Companies
HUHTAMAKI,Huhtamaki India Limited,Containers & Packaging
IBREALEST,Indiabulls Real Estate Limited,Realty
IBULHSGFIN,Indiabulls Housing Finance Limited,Housing Finance Companies
ICEMAKE,Ice Make Refrigeration Limited,INDUSTRIAL EQUIPMENT - Refrigeration
ICICIBANK,ICICI Bank Limited,BANKS - PVT
ICICIGI,ICICI Lombard General Insurance Company Limited,General Insurance
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Life Insurance
ICIL,Indo Count Industries Limited,Textiles
ICRA,ICRA Limited,Financial Services
IDBI,IDBI Bank Limited,BANKS - PVT
IDEA,Vodafone Idea Limited,Telecommunication Services
IDFC,IDFC Limited,Fin COS (including NBFCs)
IDFCFIRSTB,IDFC First Bank Limited,BANKS - PVT
IEL,Indiabulls Enterprises Limited,Finance
IEX,Indian Energy Exchange Limited,Financial Services
IFBAGRO,IFB Agro Industries Limited,Breweries & Distilleries
IFBIND,IFB Industries Limited,Household Appliances
IFCI,IFCI Limited,Financial Institutions
IFGLEXPOR,IFGL Refractories Limited, Industrial Goods
IGARASHI,Igarashi Motors India Limited,Auto Parts & Equipment
IGL,Indraprastha Gas Limited,Oil Marketing & Distribution
IGPL,IG Petrochemicals Limited,Commodity Chemicals
IIFL,IIFL Finance Limited,Financial Services
IIFLSEC,IIFL Securities Limited,Financial Services
IMAGICAA,Imagicaaworld Entertainment Limited, Leisure Facilities
IMFA,Indian Metals & Ferro Alloys Limited,Iron & Steel and Intermediary Products
IMPAL,India Motor Parts and Accessories Limited,Trading Companies & Distributors
INDBANK,Indbank Merchant Banking Services Limited,Financial Services
INDHOTEL,The Indian Hotels Company Limited,Hotels
INDIACEM,The India Cements Limited,Cement & Cement Products
INDIAGLYCO,India Glycols Limited,Commodity Chemicals
INDIAMART,Indiamart Intermesh Limited,Internet Software & Services
INDIANB,Indian Bank,BANKS - PSU
INDIANCARD,Indian Card Clothing Company Limited,Textiles
INDIANHUME,Indian Hume Pipe Company Limited,Cement & Cement Products
INDIGO,InterGlobe Aviation Limited,Airlines
INDIGOPNTS,Indigo Paints Limited,PAINTS
INDNIPPON,India Nippon Electricals Limited,Auto Parts & Equipment
INDOAMIN,Indo Amines Limited,Process Industries
INDOBORAX,Indo Borax & Chemicals Limited,Process Industries
INDOCO,Indoco Remedies Limited,Pharmaceuticals
INDORAMA,Indo Rama Synthetics (India) Limited,Textiles
INDOTECH,Indo Tech Transformers Limited,Heavy Electrical Equipment
INDSWFTLAB,Ind-Swift Laboratories Limited,Pharmaceuticals
INDSWFTLTD,Ind-Swift Limited,Pharmaceuticals
INDTERRAIN,Indian Terrain Fashions Limited,Other Apparels & Accessories
INDUSINDBK,IndusInd Bank Limited,BANKS - PVT
INDUSTOWER,Indus Towers Limited,Other Telecom Services
INFIBEAM,Infibeam Avenues Limited,Internet Software & Services
INFOBEAN,InfoBeans Technologies Limited,IT ENABLED SERVICES - SOFTWARE
INFY,Infosys Limited,COMPUTER SOFTWARE MAJOR
INGERRAND,Ingersoll Rand (India) Limited,Industrial Machinery
INOXWIND,Inox Wind Limited,Heavy Electrical Equipment
INSECTICID,Insecticides (India) Limited,Agrochemicals
INTELLECT,Intellect Design Arena Limited,Software Products
INTLCONV,International Conveyors Limited,PLASTIC PRODUCTS
IOB,Indian Overseas Bank,BANKS - PSU
IOC,Indian Oil Corporation Limited,Refineries & Petroleum Products
IOLCP,IOL Chemicals and Pharmaceuticals Limited,Pharmaceuticals
IONEXCHANG,ION Exchange (India) Limited,Producer Manufacturing
IPCALAB,IPCA Laboratories Limited,Pharmaceuticals
IPL,India Pesticides Limited,Agrochemicals
IRB,IRB Infrastructure Developers Limited,Roads & Highways
IRCON,Ircon International Limited,Construction & Engineering
IRCTC,Indian Railway Catering And Tourism Corporation Limited,Travel Support Services
IRFC,Indian Railway Finance Corporation Limited,Fin COS (including NBFCs)
IRIS,Iris Business Services Limited,Software Products
IRISDOREME,Iris Clothings Limited,FABRICS & GARMENTS
ISEC,ICICI Securities Limited,Financial Services
ISFT,Intrasoft Technologies Limited,ONLINE SERVICES
ISGEC,Isgec Heavy Engineering Limited,Industrial Machinery
ISMTLTD,ISMT Limited,Iron & Steel and Intermediary Products
ITC,ITC Limited,Cigarettes & Tobacco Products
ITDC,India Tourism Development Corporation Limited,Hotels
ITDCEM,ITD Cementation India Limited,Construction & Engineering
ITI,ITI Limited,Telecommunications Equipment
JAGRAN,Jagran Prakashan Limited,PRINTING & PUBLICATION
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,Pharmaceuticals
JAICORPLTD,Jai Corp Limited,PLASTIC PRODUCTS
JAIPURKURT,Nandani Creation Limited,FABRICS & GARMENTS
JAMNAAUTO,Jamna Auto Industries Limited,Auto Parts & Equipment
JASH,Jash Engineering Limited,ENGINEERING / DESIGNING /CONSTRUCTION
JAYAGROGN,Jayant Agro Organics Limited,Specialty Chemicals
JAYBARMARU,Jay Bharat Maruti Limited,Auto Parts & Equipment
JAYNECOIND,Jayaswal Neco Industries Limited,Iron & Steel and Intermediary Products
JAYSREETEA,Jayshree Tea & Industries Limited,Tea & Coffee
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,Pharmaceuticals
JBMA,JBM Auto Limited,Auto Parts & Equipment
JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,Consumer Electronics
JETFREIGHT,Jet Freight Logistics Limited,LOGISTICS SOLUTION PROVIDER
JHS,JHS Svendgaard Laboratories Limited,Personal Products
JINDALPHOT,Jindal Photo Limited,Photographic Products
JINDALPOLY,Jindal Poly Films Limited,Containers & Packaging
JINDALSAW,Jindal Saw Limited,IRON & STEEL PRODUCTS
JINDALSTEL,Jindal Steel & Power Limited,Iron & Steel and Intermediary Products
JINDRILL,Jindal Drilling And Industries Limited,OIL Exploration & Production
JINDWORLD,Jindal Worldwide Limited,Textiles
JKCEMENT,JK Cement Limited,Cement & Cement Products
JKIL,J.Kumar Infraprojects Limited,Construction & Engineering
JKLAKSHMI,JK Lakshmi Cement Limited,Cement & Cement Products
JKPAPER,JK Paper Limited,Paper & Paper Products
JKTYRE,JK Tyre & Industries Limited,Tyres & Rubber Products
JMFINANCIL,JM Financial Limited,Holding Companies
JOCIL,Jocil Limited,Specialty Chemicals
JPASSOCIAT,Jaiprakash Associates Limited,Construction & Engineering
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,Financial Services
JSL,Jindal Stainless Limited,Iron & Steel and Intermediary Products
JSWENERGY,JSW Energy Limited,Electric Utilities
JSWHL,JSW Holdings Limited,Holding Companies
JSWSTEEL,JSW Steel Limited,STEEL MAJOR
JTEKTINDIA,Jtekt India Limited,Auto Parts & Equipment
JTLIND,JTL INDUSTRIES LIMITED,Non-Energy Minerals
JUBLFOOD,Jubilant Foodworks Limited,Restaurants
JUBLINDS,Jubilant Industries Limited,Specialty Chemicals
JUBLINGREA,Jubilant Ingrevia Limited,Specialty Chemicals
JUBLPHARMA,Jubilant Pharmova Limited,Pharmaceuticals
JUSTDIAL,Just Dial Limited,PRINTING & PUBLICATION
JWL,Jupiter Wagons Limited,Producer Manufacturing
JYOTHYLAB,Jyothy Labs Limited,Household Products
KABRAEXTRU,Kabra Extrusion Technik Limited,Industrial Machinery
KAJARIACER,Kajaria Ceramics Limited,CERAMICS / GRANITES 
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,Cement & Cement Products
KALYANIFRG,Kalyani Forge Limited,Auto Parts & Equipment
KALYANKJIL,Kalyan Jewellers India Limited,Other Apparels & Accessories
KAMATHOTEL,Kamat Hotels (I) Limited,Hotels
KAMDHENU,Kamdhenu Limited,Iron & Steel and Intermediary Products
KAMOPAINTS,Kamdhenu Ventures Limited,Process Industries
KANORICHEM,Kanoria Chemicals & Industries Limited,Commodity Chemicals
KANPRPLA,Kanpur Plastipack Limited,Containers & Packaging
KANSAINER,Kansai Nerolac Paints Limited,PAINTS
KAPSTON,Kapston Services Limited,Diversified Commercial Services
KARURVYSYA,Karur Vysya Bank Limited,BANKS - PVT
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,Hotels
KAYA,Kaya Limited,Specialized Consumer Services
KAYNES,Kaynes Technology India Limited,Electronic Technology
KBCGLOBAL,KBC Global Limited,Realty
KCP,KCP Limited,Cement & Cement Products
KCPSUGIND,KCP Sugar and Industries Corporation Limited,Sugar
KDDL,KDDL Limited,Other Apparels & Accessories
KEC,KEC International Limited,Heavy Electrical Equipment
KECL,Kirloskar Electric Company Limited,Other Electrical Equipment/ Products
KEI,KEI Industries Limited,Other Electrical Equipment/ Products
KELLTONTEC,Kellton Tech Solutions Limited,Software Products
KESORAMIND,Kesoram Industries Limited,Cement & Cement Products
KEYFINSERV,Keynote Financial Services Limited,Financial Services
KFINTECH,Kfin Technologies Limited,Technology Services
KHADIM,Khadim India Limited,Footwear
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,FERTILIZERS
KHAITANLTD,Khaitan (India) Limited,Trading Companies & Distributors
KHANDSE,Khandwala Securities Limited,Financial Services
KICL,Kalyani Investment Company Limited,INVESTMENT COMPANIES
KILITCH,Kilitch Drugs (India) Limited,Pharmaceuticals
KIMS,Krishna Institute of Medical Sciences Limited,Healthcare  - Facilities
KINGFA,Kingfa Science & Technology (India) Limited,PLASTIC PRODUCTS
KIOCL,KIOCL Limited,Iron & Steel and Intermediary Products
KIRIINDUS,Kiri Industries Limited,Specialty Chemicals
KIRLOSBROS,Kirloskar Brothers Limited,Industrial Machinery
KIRLOSENG,Kirloskar Oil Engines Limited,Industrial Machinery
KIRLOSIND,Kirloskar Industries Limited,Industrial Machinery
KIRLPNU,Kirloskar Pneumatic Company Limited,Producer Manufacturing
KITEX,Kitex Garments Limited,Other Apparels & Accessories
KKCL,Kewal Kiran Clothing Limited,Other Apparels & Accessories
KMSUGAR,K.M.Sugar Mills Limited,Sugar
KNRCON,KNR Constructions Limited,Construction & Engineering
KOKUYOCMLN,Kokuyo Camlin Limited,Non-Durable Household Products
KOLTEPATIL,Kolte - Patil Developers Limited,Realty
KOPRAN,Kopran Limited,Pharmaceuticals
KOTAKBANK,Kotak Mahindra Bank Limited,BANKS - PVT
KOTARISUG,Kothari Sugars And Chemicals Limited,Sugar
KOTHARIPET,Kothari Petrochemicals Limited,Petrochemicals
KOTHARIPRO,Kothari Products Limited,Trading Companies & Distributors
KPIGREEN,KPI Green Energy Limited,Utilities
KPITTECH,KPIT Technologies Limited,IT Consulting & Application Software
KPRMILL,K.P.R. Mill Limited,Textiles
KRBL,KRBL Limited,Packaged Foods
KREBSBIO,Krebs Biochemicals and Industries Limited,Pharmaceuticals
KRISHANA,Krishana Phoschem Limited,FERTILIZERS
KRITI,Kriti Industries (India) Limited,PLASTIC PRODUCTS
KRITINUT,Kriti Nutrients Limited,Process Industries
KRSNAA,Krsnaa Diagnostics Limited,Healthcare  - Services
KSB,Ksb Limited,Industrial Machinery
KSCL,Kaveri Seed Company Limited,Other Agricultural Products
KSL,Kalyani Steels Limited,Iron & Steel and Intermediary Products
KSOLVES,Ksolves India Limited,Technology Services
KTKBANK,The Karnataka Bank Limited,BANKS - PVT
KUANTUM,Kuantum Papers Limited,Paper & Paper Products
LALPATHLAB,Dr. Lal Path Labs Ltd.,Healthcare  - Services
LAMBODHARA,Lambodhara Textiles Limited,Textiles
LANDMARK,Landmark Cars Limited,Retail Trade
LAOPALA,La Opala RG Limited,GLASS
LASA,Lasa Supergenerics Limited,Healthcare  - Services
LATENTVIEW,Latent View Analytics Limited,IT Consulting & Application Software
LAURUSLABS,Laurus Labs Limited,Pharmaceuticals
LAXMICOT,Laxmi Cotspin Limited,SPINNING-COTTON/BLENDED
LAXMIMACH,Lakshmi Machine Works Limited,Industrial Machinery
LEMONTREE,Lemon Tree Hotels Limited,Hotels
LEXUS,Lexus Granito (India) Limited,Producer Manufacturing
LGBBROSLTD,LG Balakrishnan & Bros Limited,Auto Parts & Equipment
LGBFORGE,LGB Forge Limited, Industrial Products
LIBAS,Libas Consumer Products Limited,FABRICS & GARMENTS
LICHSGFIN,LIC Housing Finance Limited,Housing Finance Companies
LICI,Life Insurance Corporation Of India,Finance
LIKHITHA,Likhitha Infrastructure Limited,Construction & Engineering
LINC,Linc Limited,Non-Durable Household Products
LINCOLN,Lincoln Pharmaceuticals Limited,Pharmaceuticals
LINDEINDIA,Linde India Limited,Industrial Gases
LLOYDSME,Lloyds Metals And Energy Limited,Non-Energy Minerals
LODHA,Macrotech Developers Limited,Realty
LOKESHMACH,Lokesh Machines Limited,Industrial Machinery
LORDSCHLO,Lords Chloro Alkali Limited,Process Industries
LOTUSEYE,Lotus Eye Hospital and Institute Limited,Healthcare  - Facilities
LOVABLE,Lovable Lingerie Limited,Other Apparels & Accessories
LOYALTEX,Loyal Textile Mills Limited,Process Industries
LPDC,Landmark Property Development Company Limited,Realty
LT,Larsen & Toubro Limited,Construction & Engineering
LTIM,LTIMindtree Limited,Commercial Services
LTTS,L&T Technology Services Limited,Internet Software & Services
LUMAXIND,Lumax Industries Limited,Auto Parts & Equipment
LUMAXTECH,Lumax Auto Technologies Limited,Auto Parts & Equipment
LUPIN,Lupin Limited,Pharmaceuticals
LUXIND,Lux Industries Limited,Other Apparels & Accessories
LXCHEM,Laxmi Organic Industries Limited,Specialty Chemicals
LYKALABS,Lyka Labs Limited,Pharmaceuticals
LYPSAGEMS,Lypsa Gems & Jewellery Limited,Other Apparels & Accessories
MAANALU,Maan Aluminium Limited,ALUMINIUM
MADRASFERT,Madras Fertilizers Limited,FERTILIZERS
MAGADSUGAR,Magadh Sugar & Energy Limited,Sugar
MAGNUM,Magnum Ventures Limited,Paper & Paper Products
MAHABANK,Bank of Maharashtra,BANKS - PVT
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,Fin COS (including NBFCs)
MAHEPC,Mahindra EPC Irrigation Limited,PLASTIC PRODUCTS
MAHESHWARI,Maheshwari Logistics Limited,LOGISTICS SOLUTION PROVIDER
MAHLIFE,Mahindra Lifespace Developers Limited,Realty
MAHLOG,Mahindra Logistics Limited,LOGISTICS SOLUTION PROVIDER
MAHSCOOTER,Maharashtra Scooters Limited,INVESTMENT COMPANIES
MAHSEAMLES,Maharashtra Seamless Limited,IRON & STEEL PRODUCTS
MAITHANALL,Maithan Alloys Limited,Iron & Steel and Intermediary Products
MALLCOM,Mallcom (India) Limited,Consumer Non-Durables
MANAKCOAT,Manaksia Coated Metals & Industries Limited,IRON & STEEL PRODUCTS
MANAKSIA,Manaksia Limited,IRON & STEEL PRODUCTS
MANALIPETC,Manali Petrochemicals Limited,Petrochemicals
MANAPPURAM,Manappuram Finance Limited,Fin COS (including NBFCs)
MANGALAM,Mangalam Drugs And Organics Limited,Pharmaceuticals
MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,FERTILIZERS
MANGLMCEM,Mangalam Cement Limited,Cement & Cement Products
MANINFRA,Man Infraconstruction Limited,Construction & Engineering
MANORAMA,Manorama Industries Limited,Consumer Non-Durables
MANORG,Mangalam Organics Limited,Commodity Chemicals
MANYAVAR,Vedant Fashions Limited,Retail Trade
MAPMYINDIA,C.E. Info Systems Limited,Software Products
MARALOVER,Maral Overseas Limited,Textiles
MARATHON,Marathon Nextgen Realty Limited,Realty
MARICO,Marico Limited,Personal Products
MARINE,Marine Electricals (India) Limited,INDUSTRIAL EQUIPMENT
MARKSANS,Marksans Pharma Limited,Pharmaceuticals
MARSHALL,Marshall Machines Limited,INDUSTRIAL EQUIPMENT
MARUTI,Maruti Suzuki India Limited,Cars & Utility Vehicles
MASFIN,MAS Financial Services Limited,Fin COS (including NBFCs)
MASTEK,Mastek Limited,Software Products
MATRIMONY,Matrimony.Com Limited,Internet Software & Services
MAWANASUG,Mawana Sugars Limited,Sugar
MAXHEALTH,Max Healthcare Institute Limited,Healthcare  - Facilities
MAYURUNIQ,Mayur Uniquoters Ltd,Other Apparels & Accessories
MAZDA,Mazda Limited,INDUSTRIAL EQUIPMENT
MAZDOCK,Mazagon Dock Shipbuilders Limited,Defence
MBAPL,Madhya Bharat Agro Products Limited,PESTICIDES AND AGROCHEMICALS
MEDANTA,Global Health Limited,Health Services
MEDICAMEQ,Medicamen Biotech Limited,Pharmaceuticals
MEDICO,Medico Remedies Limited,Health Technology
MEDPLUS,Medplus Health Services Limited,Retail Trade
MEGASOFT,Megasoft Limited,Software Products
MEGASTAR,Megastar Foods Limited,Process Industries
MENONBE,Menon Bearings Limited,Auto Parts & Equipment
METROBRAND,Metro Brands Limited,Retail Trade
METROPOLIS,Metropolis Healthcare Limited,Healthcare  - Services
MFSL,Max Financial Services Limited,Life Insurance
MGEL,Mangalam Global Enterprise Limited,CONSUMER FOOD
MGL,Mahanagar Gas Limited,Oil Marketing & Distribution
MHRIL,Mahindra Holidays & Resorts India Limited,Hotels
MICEL,MIC Electronics Limited,Health Technology
MIDHANI,Mishra Dhatu Nigam Limited,Defence
MINDACORP,Minda Corporation Limited,Auto Parts & Equipment
MINDTECK,Mindteck (India) Limited,Software Products
MIRCELECTR,MIRC Electronics Limited,Consumer Electronics
MMFL,MM Forgings Limited, Industrial Products
MMP,MMP Industries Limited,ALUMINIUM
MMTC,MMTC Limited,Trading Companies & Distributors
MODISONLTD,MODISON LIMITED,Industrial Services
MOHITIND,Mohit Industries Limited,Textiles
MOIL,MOIL Limited,Mining
MOL,Meghmani Organics Limited,PESTICIDES AND AGROCHEMICALS
MOLDTECH,Mold-Tek Technologies Limited,IT ENABLED SERVICES - SOFTWARE
MOLDTKPAC,Mold-Tek Packaging Limited,Containers & Packaging
MONARCH,Monarch Networth Capital Limited,Finance
MONTECARLO,Monte Carlo Fashions Limited,Other Apparels & Accessories
MOREPENLAB,Morepen Laboratories Limited,Pharmaceuticals
MOTHERSON,Samvardhana Motherson International Limited,Producer Manufacturing
MOTILALOFS,Motilal Oswal Financial Services Limited,Fin COS (including NBFCs)
MPHASIS,MphasiS Limited,IT Consulting & Application Software
MPSLTD,MPS Limited,Education
MRF,MRF Limited,Tyres & Rubber Products
MRPL,Mangalore Refinery and Petrochemicals Limited,Refineries & Petroleum Products
MSTCLTD,Mstc Limited,Trading Companies & Distributors
MSUMI,Motherson Sumi Wiring India Limited,Producer Manufacturing
MTARTECH,Mtar Technologies Limited,Industrial Machinery
MTNL,Mahanagar Telephone Nigam Limited,Telecommunication Services
MUFIN,Mufin Green Finance Limited,Finance
MUKANDLTD,Mukand Limited,Iron & Steel and Intermediary Products
MUNJALAU,Munjal Auto Industries Limited,Auto Parts & Equipment
MUNJALSHOW,Munjal Showa Limited,Auto Parts & Equipment
MURUDCERA,Murudeshwar Ceramics Limited,CERAMICS / GRANITES 
MUTHOOTCAP,Muthoot Capital Services Limited,NBFC
MUTHOOTFIN,Muthoot Finance Limited,Fin COS (including NBFCs)
NACLIND,NACL Industries Limited,Agrochemicals
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,FERTILIZERS
NAHARCAP,Nahar Capital and Financial Services Limited,INVESTMENT COMPANIES
NAHARINDUS,Nahar Industrial Enterprises Limited,Textiles
NAHARPOLY,Nahar Poly Films Limited,Containers & Packaging
NAHARSPING,Nahar Spinning Mills Limited,Textiles
NATCOPHARM,Natco Pharma Limited,Pharmaceuticals
NATHBIOGEN,Nath Bio-Genes (India) Limited,Other Agricultural Products
NATIONALUM,National Aluminium Company Limited,ALUMINIUM
NAUKRI,Info Edge (India) Limited,ONLINE SERVICES
NAVA,NAVA LIMITED,Utilities
NAVINFLUOR,Navin Fluorine International Limited,Specialty Chemicals
NAVKARCORP,Navkar Corporation Limited,Transport Related Services
NAVNETEDUL,Navneet Education Limited,PRINTING & PUBLICATION
NAZARA,Nazara Technologies Limited,Software Products
NBCC,NBCC (India) Limited,Construction & Engineering
NBIFIN,N. B. I. Industrial Finance Company Limited,NBFC
NCC,NCC Limited,Construction & Engineering
NCLIND,NCL Industries Limited,Cement & Cement Products
NDL,Nandan Denim Limited,Textiles
NDRAUTO,Ndr Auto Components Limited,Auto Parts & Equipment
NDTV,New Delhi Television Limited,Broadcasting & Cable TV
NECCLTD,North Eastern Carrying Corporation Limited,LOGISTICS SOLUTION PROVIDER
NECLIFE,Nectar Lifesciences Limited,Pharmaceuticals
NELCAST,Nelcast Limited, Industrial Products
NELCO,NELCO Limited,Networking Equipment
NEOGEN,Neogen Chemicals Limited,Specialty Chemicals
NESCO,Nesco Limited,Diversified Commercial Services
NESTLEIND,Nestle India Limited,Packaged Foods
NEULANDLAB,Neuland Laboratories Limited,Pharmaceuticals
NEWGEN,Newgen Software Technologies Limited,IT Consulting & Application Software
NEXTMEDIA,Next Mediaworks Limited,MEDIA & ENTERTAINMENT
NFL,National Fertilizers Limited,FERTILIZERS
NGIL,Nakoda Group of Industries Limited,Packaged Foods
NGLFINE,NGL Fine-Chem Limited,Health Technology
NH,Narayana Hrudayalaya Ltd.,Healthcare  - Facilities
NHPC,NHPC Limited,Electric Utilities - GENERATION
NIACL,The New India Assurance Company Limited,General Insurance
NIITLTD,NIIT Limited,IT Training Services
NILKAMAL,Nilkamal Limited,PLASTIC PRODUCTS
NINSYS,NINtec Systems Limited,Technology Services
NIPPOBATRY,Indo-National Limited,Non-Durable Household Products
NITINSPIN,Nitin Spinners Limited,Textiles
NITIRAJ,Nitiraj Engineers Limited,Consumer Electronics
NLCINDIA,NLC India Limited,Electric Utilities
NMDC,NMDC Limited,Mining
NOCIL,NOCIL Limited,Specialty Chemicals
NRAIL,N R Agarwal Industries Limited,Paper & Paper Products
NRBBEARING,NRB Bearing Limited,Industrial Machinery
NRL,Nupur Recyclers Limited,Non-Energy Minerals
NSIL,Nalwa Sons Investments Limited,Fin COS (including NBFCs)
NSLNISP,NMDC Steel Limited,Non-Energy Minerals
NTPC,NTPC Limited,Electric Utilities - GENERATION
NUCLEUS,Nucleus Software Exports Limited,Software Products
NURECA,Nureca Limited,Healthcare  - Supplies
NUVOCO,Nuvoco Vistas Corporation Limited,Cement & Cement Products
NYKAA,FSN E-Commerce Ventures Limited,ONLINE SERVICES
OAL,Oriental Aromatics Limited,Specialty Chemicals
OBCL,Orissa Bengal Carrier Limited,Transportation
OBEROIRLTY,Oberoi Realty Limited,Realty
OCCL,Oriental Carbon & Chemicals Limited,Specialty Chemicals
OFSS,Oracle Financial Services Software Limited,IT Consulting & Application Software
OIL,Oil India Limited,OIL Exploration & Production
OLECTRA,Olectra Greentech Limited,"Construction, Agricultural & Commercial Vehicles"
OMAXE,Omaxe Limited,Realty
OMINFRAL,OM INFRA LIMITED,Construction & Engineering
ONELIFECAP,Onelife Capital Advisors Limited,Financial Services
ONGC,Oil & Natural Gas Corporation Limited,OIL Exploration & Production
