"Date ","Symbol ","Security Name ","Client Name ","Buy / Sell ","Quantity Traded ","Trade Price / Wght. Avg. Price ","Remarks "
"01-JAN-2024","GSFC","Gujarat State Fert Ltd.","GRAVITON RESEARCH CAPITAL LLP","SELL","36,44,290","265.88","-"
"01-JAN-2024","GTL","GTL Limited","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","BUY","9,62,000","10.62","-"
"01-JAN-2024","GTL","GTL Limited","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","SELL","6,12,000","10.62","-"
"01-JAN-2024","GUJRAFFIA","Gujarat Raffia-Roll Sett","GUJARAT TOOLROOM LIMITED","BUY","1,244","61.89","-"
"01-JAN-2024","GUJRAFFIA","Gujarat Raffia-Roll Sett","GUJARAT TOOLROOM LIMITED","SELL","45,271","63.10","-"
"01-JAN-2024","GUJRAFFIA","Gujarat Raffia-Roll Sett","PARASRAMPURIA INFRASTRUCTURE LLP","BUY","30,630","63.08","-"
"01-JAN-2024","INDIAGLYCO","India Glycols Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","2,51,890","828.05","-"
"01-JAN-2024","INDIAGLYCO","India Glycols Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","2,51,890","826.87","-"
"01-JAN-2024","INDIFRA","Indifra Limited","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","40,000","65.00","-"
"01-JAN-2024","INNOVACAP","Innova Captab Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","4,77,528","525.68","-"
"01-JAN-2024","INNOVACAP","Innova Captab Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","4,77,528","525.70","-"
"01-JAN-2024","ISHAN","Ishan International Ltd","MAHADEV MANUBHAI MAKVANA","BUY","1,600","85.00","-"
"01-JAN-2024","ISHAN","Ishan International Ltd","MAHADEV MANUBHAI MAKVANA","SELL","36,800","84.15","-"
"01-JAN-2024","KARNIKA","Karnika Industries Ltd","YAMINI INVESTMENTS COMPANY LIMITED","SELL","80,000","122.64","-"
"01-JAN-2024","LASA","Lasa Supergenerics Ltd","MANBHUPINDER SINGH ATWAL","SELL","2,80,000","28.38","-"
"01-JAN-2024","LLOYDS-RE","LLOYDS ENGG WORK LIMITED","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","BUY","4","24.70","-"
"01-JAN-2024","LLOYDS-RE","LLOYDS ENGG WORK LIMITED","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","5,80,637","24.96","-"
"01-JAN-2024","MADRASFERT","Madras Fertilizers Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","9,03,463","116.26","-"
"01-JAN-2024","MADRASFERT","Madras Fertilizers Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","9,03,463","116.46","-"
"01-JAN-2024","MALUPAPER","Malu Paper Mills Limited","JAINAM BROKING LIMITED","BUY","1,00,000","44.00","-"
"01-JAN-2024","MAXIND","Max India Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","3,11,391","183.01","-"
"01-JAN-2024","MAXIND","Max India Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","3,11,391","183.72","-"
"01-JAN-2024","MKPL","M K Proteins Limited","SETU SECURITIES PVT LTD","BUY","7,85,653","68.67","-"
"01-JAN-2024","MKPL","M K Proteins Limited","SETU SECURITIES PVT LTD","SELL","7,16,654","68.53","-"
"01-JAN-2024","MKPL","M K Proteins Limited","SRESTHA FINVEST LIMITED","BUY","4,095","67.25","-"
"01-JAN-2024","MKPL","M K Proteins Limited","SRESTHA FINVEST LIMITED","SELL","7,08,420","71.18","-"
"01-JAN-2024","MTNL","Maha Tel Nigam Ltd.","HRTI PRIVATE LIMITED","BUY","16,39,794","33.94","-"
"01-JAN-2024","MTNL","Maha Tel Nigam Ltd.","HRTI PRIVATE LIMITED","SELL","15,63,219","34.00","-"
"01-JAN-2024","NFL","National Fertilizers Limi","GRAVITON RESEARCH CAPITAL LLP","BUY","49,96,233","97.78","-"
"01-JAN-2024","NFL","National Fertilizers Limi","GRAVITON RESEARCH CAPITAL LLP","SELL","49,96,233","97.86","-"
"01-JAN-2024","NFL","National Fertilizers Limi","HRTI PRIVATE LIMITED","BUY","36,61,814","98.00","-"
"01-JAN-2024","NFL","National Fertilizers Limi","HRTI PRIVATE LIMITED","SELL","35,63,341","98.10","-"
"01-JAN-2024","OLECTRA","Olectra Greentech Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","5,63,455","1,400.17","-"
"01-JAN-2024","OLECTRA","Olectra Greentech Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","5,63,455","1,401.35","-"
"01-JAN-2024","ONDOOR","On Door Concepts Limited","B.W.TRADERS","BUY","1,02,600","191.07","-"
"01-JAN-2024","ONDOOR","On Door Concepts Limited","B.W.TRADERS","SELL","600","200.00","-"
"01-JAN-2024","ONDOOR","On Door Concepts Limited","ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED","BUY","53,400","200.42","-"
"01-JAN-2024","ONDOOR","On Door Concepts Limited","ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED","SELL","5,400","209.83","-"
"01-JAN-2024","ONDOOR","On Door Concepts Limited","NINEGROUP SECURITIES PRIVATE LIMITED","BUY","1,02,000","202.53","-"
"01-JAN-2024","ONDOOR","On Door Concepts Limited","NIRAJ RAJNIKANT SHAH","BUY","90,000","190.82","-"
"01-JAN-2024","ONDOOR","On Door Concepts Limited","TOUCHLINE SECURITIES PRIVATE LIMITED","BUY","54,000","190.00","-"
"01-JAN-2024","ONDOOR","On Door Concepts Limited","TRINA DEVANG VYAS","BUY","33,000","221.73","-"
"01-JAN-2024","ONDOOR","On Door Concepts Limited","TRINA DEVANG VYAS","SELL","24,000","200.79","-"
"01-JAN-2024","ONDOOR","On Door Concepts Limited","UTPL CORPORATE TRUSTEES PRIVATE LIMITED","SELL","5,00,400","191.94","-"
"01-JAN-2024","ONDOOR","On Door Concepts Limited","YOGESHKUMAR RASIKLAL SANGHAVI","BUY","54,000","190.00","-"
"01-JAN-2024","ONDOOR","On Door Concepts Limited","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","BUY","28,800","239.54","-"
"01-JAN-2024","PLADAINFO","Plada Infotech Services L","LIESHA CORPORATION PRIVATE LIMITED .","BUY","48,000","43.03","-"
"01-JAN-2024","PLADAINFO","Plada Infotech Services L","LIESHA CORPORATION PRIVATE LIMITED .","SELL","27,000","42.97","-"
"01-JAN-2024","PRAKASHSTL","Prakash Steelage Ltd","HI GROWTH CORPORATE SERVICES PVT LTD","BUY","14,78,667","9.96","-"
"01-JAN-2024","PRAKASHSTL","Prakash Steelage Ltd","HI GROWTH CORPORATE SERVICES PVT LTD","SELL","13,47,376","9.84","-"
"01-JAN-2024","PRAKASHSTL","Prakash Steelage Ltd","MANSI SHARE AND STOCK ADVISORS PVT LTD","BUY","21","10.07","-"
"01-JAN-2024","PRAKASHSTL","Prakash Steelage Ltd","MANSI SHARE AND STOCK ADVISORS PVT LTD","SELL","13,00,060","10.03","-"
"01-JAN-2024","RAILTEL","Railtel Corp of Ind Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","31,16,733","360.23","-"
"01-JAN-2024","RAILTEL","Railtel Corp of Ind Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","31,16,733","360.27","-"
"01-JAN-2024","RAJMET","Rajnandini Metal Limited","CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED","BUY","16,65,807","11.82","-"
"01-JAN-2024","RAJMET","Rajnandini Metal Limited","CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED","SELL","16,82,707","12.03","-"
"01-JAN-2024","RAJMET","Rajnandini Metal Limited","MOHAN LAL CHOUDHARY","SELL","49,71,000","12.19","-"
"01-JAN-2024","RAJMET","Rajnandini Metal Limited","NAILESH SWARUPCHAND MEHTA","BUY","20,00,000","12.41","-"
"01-JAN-2024","RAJMET","Rajnandini Metal Limited","QE SECURITIES LLP","BUY","15,83,692","11.33","-"
"01-JAN-2024","RAJMET","Rajnandini Metal Limited","QE SECURITIES LLP","SELL","15,83,692","11.47","-"
"01-JAN-2024","RAJMET","Rajnandini Metal Limited","SANGEETA CHOUDHARY","SELL","17,37,000","12.24","-"
"01-JAN-2024","RAJMET","Rajnandini Metal Limited","SETU SECURITIES PVT LTD","BUY","22,30,746","12.60","-"
"01-JAN-2024","RAJMET","Rajnandini Metal Limited","SETU SECURITIES PVT LTD","SELL","22,30,746","12.63","-"
"01-JAN-2024","RAJMET","Rajnandini Metal Limited","SHRI MUKTA SHARES","BUY","15,54,114","12.42","-"
"01-JAN-2024","RAJMET","Rajnandini Metal Limited","SHRI MUKTA SHARES","SELL","15,54,114","12.42","-"
"01-JAN-2024","RAJMET","Rajnandini Metal Limited","SKA ASSET SOLUTIONS LLP","BUY","25,00,000","12.57","-"
"01-JAN-2024","RAJSREESUG","Rajshree Sugars & Chem","SAIBABU BANDLA","BUY","1,89,449","65.82","-"
"01-JAN-2024","RAJSREESUG","Rajshree Sugars & Chem","SETU SECURITIES PVT LTD","BUY","1,33,515","67.10","-"
"01-JAN-2024","RAJSREESUG","Rajshree Sugars & Chem","SETU SECURITIES PVT LTD","SELL","2,34,276","67.23","-"
"01-JAN-2024","RATNAVEER","Ratnaveer Precision Eng L","HJS SECURITIES PRIVATE LIMITED","BUY","3,45,000","114.06","-"
"01-JAN-2024","RATNAVEER","Ratnaveer Precision Eng L","HJS SECURITIES PRIVATE LIMITED","SELL","3,45,000","114.06","-"
"01-JAN-2024","RATNAVEER","Ratnaveer Precision Eng L","HRTI PRIVATE LIMITED","BUY","2,45,488","114.32","-"
"01-JAN-2024","RATNAVEER","Ratnaveer Precision Eng L","HRTI PRIVATE LIMITED","SELL","2,25,532","114.08","-"
"01-JAN-2024","RATNAVEER","Ratnaveer Precision Eng L","SKSE SECURITIES LTD","BUY","1,66,506","113.97","-"
"01-JAN-2024","RATNAVEER","Ratnaveer Precision Eng L","SKSE SECURITIES LTD","SELL","2,77,243","113.98","-"
"01-JAN-2024","RCF","Rashtriya Chem Fert Ltd.","GRAVITON RESEARCH CAPITAL LLP","BUY","30,44,135","166.55","-"
"01-JAN-2024","RCF","Rashtriya Chem Fert Ltd.","GRAVITON RESEARCH CAPITAL LLP","SELL","30,44,135","166.61","-"
"01-JAN-2024","RIIL","Reliance Indl Infra Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","2,48,378","1,414.39","-"
"01-JAN-2024","RIIL","Reliance Indl Infra Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","2,48,378","1,414.46","-"
"01-JAN-2024","RPOWER","Reliance Power Limited","HRTI PRIVATE LIMITED","BUY","2,03,65,951","23.85","-"
"01-JAN-2024","RPOWER","Reliance Power Limited","HRTI PRIVATE LIMITED","SELL","1,97,55,348","23.83","-"
"01-JAN-2024","SAGARDEEP","Sagardeep Alloys Limited","MITTAL RIMPY","BUY","2,59,651","28.87","-"
"01-JAN-2024","SAGARDEEP","Sagardeep Alloys Limited","MITTAL RIMPY","SELL","2,59,651","29.32","-"
"01-JAN-2024","SAGCEM","Sagar Cements Ltd","CRONY VYAPAR PVT LTD","BUY","19,50,031","285.02","-"
"01-JAN-2024","SAGCEM","Sagar Cements Ltd","CRONY VYAPAR PVT LTD","SELL","18,91,792","285.20","-"
"01-JAN-2024","SAGCEM","Sagar Cements Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","10,75,659","282.49","-"
"01-JAN-2024","SAGCEM","Sagar Cements Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","10,75,659","282.35","-"
"01-JAN-2024","SAIFL","Sameera Agro And Infra L","SVCM SECURITIES PRIVATE LIMITED","SELL","88,800","171.00","-"
"01-JAN-2024","SAIFL","Sameera Agro And Infra L","YASHWANTBHAI A. THAKKAR","BUY","2,82,400","178.57","-"
"01-JAN-2024","SANGINITA","Sanginita Chemicals Limit","CHAUHAN TRISHUL JITUSINH","BUY","5,78,701","33.14","-"
"01-JAN-2024","SANGINITA","Sanginita Chemicals Limit","CHAUHAN TRISHUL JITUSINH","SELL","6,11,883","33.40","-"
"01-JAN-2024","SANGINITA","Sanginita Chemicals Limit","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","1,21,889","32.98","-"
"01-JAN-2024","SANGINITA","Sanginita Chemicals Limit","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","1,24,713","33.11","-"
"01-JAN-2024","SANGINITA","Sanginita Chemicals Limit","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","BUY","1,50,000","33.90","-"
"01-JAN-2024","SANGINITA","Sanginita Chemicals Limit","YUGA STOCKS AND COMMODITIES PRIVATE LIMITED  .","SELL","1,00,000","33.20","-"
"01-JAN-2024","SARVESHWAR","Sarveshwar Foods Limited","AG DYNAMIC FUNDS LIMITED","SELL","55,00,000","5.94","-"
"01-JAN-2024","SONUINFRA","Sonu Infratech Limited","NAV CAPITAL VCC - NAV CAPITAL EMERGING STAR FUND","SELL","48,000","62.50","-"
"01-JAN-2024","TECHLABS","Trident Techlabs Limited","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","1,52,000","103.28","-"
"01-JAN-2024","TFCILTD","Tourism Finance Corp","GRAVITON RESEARCH CAPITAL LLP","BUY","5,86,743","132.52","-"
"01-JAN-2024","TFCILTD","Tourism Finance Corp","GRAVITON RESEARCH CAPITAL LLP","SELL","5,86,743","132.41","-"
"01-JAN-2024","TFCILTD","Tourism Finance Corp","JAINAM BROKING LIMITED","BUY","10,87,237","134.18","-"
"01-JAN-2024","TFCILTD","Tourism Finance Corp","JAINAM BROKING LIMITED","SELL","74,959","134.08","-"
"01-JAN-2024","WINDLAS","Windlas Biotech Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","1,85,662","475.10","-"
"01-JAN-2024","WINDLAS","Windlas Biotech Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","1,85,662","475.65","-"
"01-JAN-2024","WOCKPHARMA","Wockhardt Ltd.","GRAVITON RESEARCH CAPITAL LLP","BUY","8,44,583","456.76","-"
"01-JAN-2024","WOCKPHARMA","Wockhardt Ltd.","GRAVITON RESEARCH CAPITAL LLP","SELL","8,44,583","456.72","-"
"01-JAN-2024","ZUARI","Zuari Agro Chemicals Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","2,55,402","197.60","-"
"01-JAN-2024","ZUARI","Zuari Agro Chemicals Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","2,55,402","197.95","-"
"02-JAN-2024","3IINFOLTD","3i Infotech Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","26,96,388","56.54","-"
"02-JAN-2024","3IINFOLTD","3i Infotech Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","26,96,388","56.59","-"
"02-JAN-2024","3IINFOLTD","3i Infotech Limited","HRTI PRIVATE LIMITED","BUY","14,70,376","56.25","-"
"02-JAN-2024","3IINFOLTD","3i Infotech Limited","HRTI PRIVATE LIMITED","SELL","16,43,559","56.36","-"
"02-JAN-2024","AAATECH","AAA Technologies Limited","CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED","BUY","69,076","91.33","-"
"02-JAN-2024","AAATECH","AAA Technologies Limited","CITADEL SECURITIES INDIA MARKETS PRIVATE LIMITED","SELL","10,265","89.67","-"
"02-JAN-2024","AKASH","Akash Infra-Projects Ltd","AMIT KUMAR JAIN","BUY","1,50,000","50.29","-"
"02-JAN-2024","AKASH","Akash Infra-Projects Ltd","AMIT KUMAR JAIN","SELL","1,50,000","50.26","-"
"02-JAN-2024","AKASH","Akash Infra-Projects Ltd","ARPIT JAIN HUF","BUY","1,17,032","49.90","-"
"02-JAN-2024","AKASH","Akash Infra-Projects Ltd","ARPIT JAIN HUF","SELL","1,17,032","49.68","-"
"02-JAN-2024","AKASH","Akash Infra-Projects Ltd","CHAUHAN TRISHUL JITUSINH","BUY","2,58,561","49.85","-"
"02-JAN-2024","AKASH","Akash Infra-Projects Ltd","CHAUHAN TRISHUL JITUSINH","SELL","3,82,254","49.68","-"
"02-JAN-2024","AKASH","Akash Infra-Projects Ltd","INDRA KIRAN VENTURES","BUY","1,16,564","50.38","-"
"02-JAN-2024","AKASH","Akash Infra-Projects Ltd","INDRA KIRAN VENTURES","SELL","1,16,564","50.35","-"
"02-JAN-2024","AKASH","Akash Infra-Projects Ltd","MANSI SHARE AND STOCK ADVISORS PVT LTD","BUY","1,29,541","50.58","-"
"02-JAN-2024","AKASH","Akash Infra-Projects Ltd","MANSI SHARE AND STOCK ADVISORS PVT LTD","SELL","93,695","50.60","-"
"02-JAN-2024","AKASH","Akash Infra-Projects Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","BUY","2,07,962","49.35","-"
"02-JAN-2024","AKASH","Akash Infra-Projects Ltd","NK SECURITIES RESEARCH PRIVATE LIMITED","SELL","2,09,850","49.42","-"
"02-JAN-2024","AKSHAR","Akshar Spintex Limited","MULTIPLIER SHARE & STOCK ADVISORS PRIVATE LIMITED","SELL","30,00,000","4.00","-"
"02-JAN-2024","AKSHAR","Akshar Spintex Limited","NIKHIL RAJESH SINGH","BUY","13,50,000","4.00","-"
"02-JAN-2024","ALLCARGO","Allcargo Logistics Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","19,56,552","91.43","-"
"02-JAN-2024","ALLCARGO","Allcargo Logistics Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","19,56,552","91.63","-"
"02-JAN-2024","ANMOL","Anmol India Limited","SKSE SECURITIES LTD","BUY","3,12,221","62.05","-"
"02-JAN-2024","ANMOL","Anmol India Limited","SKSE SECURITIES LTD","SELL","2,89,775","62.16","-"
"02-JAN-2024","BEPL","Bhansali Eng. Polymers Lt","GRAVITON RESEARCH CAPITAL LLP","BUY","14,43,632","110.68","-"
"02-JAN-2024","BEPL","Bhansali Eng. Polymers Lt","GRAVITON RESEARCH CAPITAL LLP","SELL","14,43,632","110.85","-"
"02-JAN-2024","DCW","DCW Ltd","GRAVITON RESEARCH CAPITAL LLP","BUY","14,82,871","58.16","-"
"02-JAN-2024","DCW","DCW Ltd","GRAVITON RESEARCH CAPITAL LLP","SELL","14,82,871","58.15","-"
"02-JAN-2024","DELTACORP","Delta Corp Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","22,20,108","156.23","-"
"02-JAN-2024","DELTACORP","Delta Corp Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","22,20,108","156.32","-"
"02-JAN-2024","DELTACORP","Delta Corp Limited","HRTI PRIVATE LIMITED","BUY","15,63,869","156.08","-"
"02-JAN-2024","DELTACORP","Delta Corp Limited","HRTI PRIVATE LIMITED","SELL","15,39,027","155.98","-"
"02-JAN-2024","DELTAMAGNT","Delta Manufacturing Ltd","AMIT KUMAR JAIN","BUY","64,000","112.39","-"
"02-JAN-2024","DELTAMAGNT","Delta Manufacturing Ltd","AMIT KUMAR JAIN","SELL","64,000","113.59","-"
"02-JAN-2024","DELTAMAGNT","Delta Manufacturing Ltd","ARPIT JAIN HUF","BUY","70,508","112.84","-"
"02-JAN-2024","DELTAMAGNT","Delta Manufacturing Ltd","ARPIT JAIN HUF","SELL","66,508","113.32","-"
"02-JAN-2024","DELTAMAGNT","Delta Manufacturing Ltd","INDRA KIRAN VENTURES","BUY","85,000","113.57","-"
"02-JAN-2024","DELTAMAGNT","Delta Manufacturing Ltd","INDRA KIRAN VENTURES","SELL","75,000","113.58","-"
"02-JAN-2024","EFORCE","Electro Force (India) Ltd","MANSI SHARE AND STOCK ADVISORS PVT LTD","BUY","1,21,200","127.55","-"
"02-JAN-2024","EFORCE","Electro Force (India) Ltd","SAURABH HEMRAJ BORA","SELL","1,45,200","127.55","-"
"02-JAN-2024","ENGINERSIN","Engineers India Ltd.","GRAVITON RESEARCH CAPITAL LLP","BUY","60,81,216","192.89","-"
"02-JAN-2024","ENGINERSIN","Engineers India Ltd.","GRAVITON RESEARCH CAPITAL LLP","SELL","60,81,216","192.97","-"
"02-JAN-2024","ESSENTIA","Integra Essentia Limited","NANDANI","BUY","25,97,433","8.42","-"
"02-JAN-2024","ESSENTIA","Integra Essentia Limited","NANDANI","SELL","29,05,348","8.43","-"
"02-JAN-2024","ESSENTIA","Integra Essentia Limited","SHARE INDIA SECURITIES LIMITED","BUY","18,50,134","8.52","-"
"02-JAN-2024","ESSENTIA","Integra Essentia Limited","SHARE INDIA SECURITIES LIMITED","SELL","29,06,574","8.59","-"
"02-JAN-2024","FAIRCHEMOR","Fairchem Organics Limited","MANISH SATYANARAYAN NUWAL","BUY","79,625","1,322.37","-"
"02-JAN-2024","FAIRCHEMOR","Fairchem Organics Limited","MANISH SATYANARAYAN NUWAL","SELL","5,000","1,282.87","-"
"02-JAN-2024","FELIX","Felix Industries Ltd.","BHAVESHKUMAR NATVARLAL SHETH","BUY","37,000","257.37","-"
"02-JAN-2024","FELIX","Felix Industries Ltd.","BHAVESHKUMAR NATVARLAL SHETH","SELL","37,000","260.89","-"
"02-JAN-2024","FELIX","Felix Industries Ltd.","SAROJ GUPTA","BUY","45,000","268.85","-"
"02-JAN-2024","FELIX","Felix Industries Ltd.","SAROJ GUPTA","SELL","27,000","266.42","-"
"02-JAN-2024","GANGAFORGE","Ganga Forging Limited","NIRAJ RAJNIKANT SHAH","SELL","6,50,000","6.50","-"
"02-JAN-2024","GANGAFORGE","Ganga Forging Limited","SMITAL SURESH THAKKAR","BUY","6,19,560","6.50","-"
"02-JAN-2024","GANGAFORGE","Ganga Forging Limited","SMITAL SURESH THAKKAR","SELL","1,75,000","6.50","-"
"02-JAN-2024","GATECHDVR","GACM Technologies Limited","NEXUS NIWAS PRIVATE LIMITED","SELL","4,56,818","8.02","-"
"02-JAN-2024","GICL","Globe Intl Carriers Ltd","BHAMINI KAMAL PAREKH","SELL","1,92,000","51.00","-"
"02-JAN-2024","GICL","Globe Intl Carriers Ltd","PROFIN COMMODITIES PRIVATE LIMITED","BUY","1,92,000","51.00","-"
"02-JAN-2024","GODHA","Godha Cabcon Insulat Ltd","SAHASTRAA ADVISORS PRIVATE LIMITED","BUY","63,43,162","0.65","-"
"02-JAN-2024","GODHA","Godha Cabcon Insulat Ltd","SAHASTRAA ADVISORS PRIVATE LIMITED","SELL","50,00,000","0.70","-"
"02-JAN-2024","GSFC","Gujarat State Fert Ltd.","GRAVITON RESEARCH CAPITAL LLP","BUY","43,93,289","285.41","-"
"02-JAN-2024","GSFC","Gujarat State Fert Ltd.","GRAVITON RESEARCH CAPITAL LLP","SELL","43,93,289","285.46","-"
"02-JAN-2024","GSLSU","Global Surfaces Limited","GRAVITON RESEARCH CAPITAL LLP","BUY","3,26,281","196.88","-"
"02-JAN-2024","GSLSU","Global Surfaces Limited","GRAVITON RESEARCH CAPITAL LLP","SELL","3,26,281","196.34","-"
"02-JAN-2024","GSLSU","Global Surfaces Limited","MANSI SHARE AND STOCK ADVISORS PVT LTD","BUY","2,71,693","197.82","-"
"02-JAN-2024","GSLSU","Global Surfaces Limited","MANSI SHARE AND STOCK ADVISORS PVT LTD","SELL","2,71,693","195.42","-"
"02-JAN-2024","GTL","GTL Limited","ARUNA R JAIN","BUY","10,00,000","11.89","-"
"02-JAN-2024","GTL","GTL Limited","MANSI SHARE AND STOCK ADVISORS PVT LTD","BUY","5,00,047","12.75","-"
"02-JAN-2024","GTL","GTL Limited","MANSI SHARE AND STOCK ADVISORS PVT LTD","SELL","9,92,939","12.02","-"
"02-JAN-2024","GTL","GTL Limited","SETU SECURITIES PVT LTD","BUY","8,50,794","12.74","-"
"02-JAN-2024","GTL","GTL Limited","SETU SECURITIES PVT LTD","SELL","6,04,787","12.72","-"
